10	0.418171	0.042331	0.63157	0.00191984
11	1.18468	0.0115924	1.08755	0.00561894
12	1.49506	0.0302118	2.36414	0.0536828
13	1.4581	0.00555587	2.31978	0.0177329
14	1.8645	7.25103e-08	4.68205	2.1265e-07
15	2.90644	0.019856	3.45881	0.00473105
6	1.08535	0.00836003	1.53849	0.00277515
8	0.535409	0.00572154	0.922773	0.00613469
9	0.460197	0.0780832	0.860662	0.0133972
