200	0.134
195	0.134
190	0.133
185	0.133
180	0.132
175	0.132
170	0.131
165	0.131
160	0.131
155	0.13
150	0.129
145	0.129
140	0.128
135	0.128
130	0.127
125	0.127
120	0.126
115	0.125
110	0.124
105	0.123
100	0.122
95	0.121
90	0.12
85	0.118
80	0.116
75	0.114
70	0.112
65	0.109
60	0.106
55	0.101
50	0.096
45	0.09
40	0.082
35	0.073
30	0.063
25	0.053
20	0.042
15	0.033
10	0.025
5	0.018
0	0.003
-5	-37.7
-10	-83.99
-15	-129.4
-20	-175.1
-25	-220.9
-30	-267
